uniqueID,Title,Authors,Source Title,Publication Year,investigator,exclude,reason,grazer.spp,grazer.status,contrast,grazing.legacy,grazing.timeframe,lat,lon,elevation,country,n.sites,survey.technique,Plants,Soil.microbia,Annelida,Arthropoda,Amphibia,Reptilia,Aves,Mammalia
2651,Native plant diversity in tropical savannas decreases when exotic pasture grass cover increases,"Kutt, A. S.; Kemp, J. E.",RANGELAND JOURNAL,2012,,,,,,,,,,,,,,,,,,,,,,
2652,Fire tolerance of a resprouting Artemisia (Asteraceae) shrub,"Winter, Stephen L.; Fuhlendorf, Samuel D.; Goad, Carla L.; Davis, Craig A.; Hickman, Karen R.; Leslie, David M., Jr.",PLANT ECOLOGY,2011,,,,,,,,,,,,,,,,,,,,,,
2653,Richness and composition of herbaceous species in restored shrubland and grassland ecosystems in the northern Loess Plateau of China,"Jia, Xiaoxu; Shao, Mingan; Wei, Xiaorong",BIODIVERSITY AND CONSERVATION,2011,,,,,,,,,,,,,,,,,,,,,,
2654,"Studying the post-fire performance of tussock grasses in Patagonia: Survival, biomass production and early competition","Gittins, C.; Ghermandi, L.; Bran, D.",JOURNAL OF ARID ENVIRONMENTS,2011,,,,,,,,,,,,,,,,,,,,,,
2655,Impact of selective grazing on plant production and quality through floristic contrasts and current-year defoliation in a wet grassland,"Rossignol, Nicolas; Bonis, Anne; Bouzille, Jan-Bernard",PLANT ECOLOGY,2011,,,,,,,,,,,,,,,,,,,,,,
2656,Economically Optimal Stocking Rates: A Bioeconomic Grazing Model,"Ritten, John P.; Bastian, Christopher T.; Frasier, W. Marshall",RANGELAND ECOLOGY & MANAGEMENT,2010,,,,,,,,,,,,,,,,,,,,,,
2657,Integrated Grazing and Prescribed Fire Restoration Strategies in a Mesquite Savanna: III. Ranch-Scale Cow-Calf Production Responses,"Pinchak, W. E.; Teague, W. R.; Ansley, R. J.; Waggoner, J. A.; Dowhower, S. L.",RANGELAND ECOLOGY & MANAGEMENT,2010,,,,,,,,,,,,,,,,,,,,,,
2658,"The ecology of the hippopotamus in Liwonde National Park, Malawi: implications for management","Harrison, Mark E.; Kalindekafe, Meya P.; Banda, Bryson",AFRICAN JOURNAL OF ECOLOGY,2008,,,,,,,,,,,,,,,,,,,,,,
2659,A presence-only habitat suitability model for large grazing African ungulates and its utility for wildlife management,"Traill, Lochran W.; Bigalke, Rudi C.",AFRICAN JOURNAL OF ECOLOGY,2007,,,,,,,,,,,,,,,,,,,,,,
2660,Rangeland evaluation in the Middle Awash valley of Ethiopia: III. Relationships among soil and vegetation variables,"Abule, E.; Snyman, H. A.; Smit, G. N.",JOURNAL OF ARID ENVIRONMENTS,2007,,,,,,,,,,,,,,,,,,,,,,
2661,Heavy browsing by a mammalian herbivore does not affect fluctuating asymmetry of its food plants,"Berteaux, Dominique; Diner, Brandee; Dreyfus, Cyril; Eble, Marion; Lessard, Isabelle; Klvana, Ilya",ECOSCIENCE,2007,,,,,,,,,,,,,,,,,,,,,,
2662,"Benthic macroinvertebrate fauna in small streams used by cattle in the Blue Ridge Mountains, Virginia","Braccia, Amy; Voshell, J. Reese, Jr.",NORTHEASTERN NATURALIST,2006,,,,,,,,,,,,,,,,,,,,,,
2663,The suitability of the degradation gradient method in arid Namibia,"Getzin, S",AFRICAN JOURNAL OF ECOLOGY,2005,,,,,,,,,,,,,,,,,,,,,,
2664,Spring growth and use of cool-season graminoids in the Nebraska sandhills,"Volesky, JD; Schacht, WH; Reece, PE; Vaughn, TJ",RANGELAND ECOLOGY & MANAGEMENT,2005,,,,,,,,,,,,,,,,,,,,,,
2665,Stocking rate and grazing frequency effects on Nebraska Sandhills meadows,"Volesky, JD; Schacht, WH; Richardson, DM",JOURNAL OF RANGE MANAGEMENT,2004,,,,,,,,,,,,,,,,,,,,,,
2666,Long-term impacts of livestock grazing on Chihuahuan Desert rangelands,"Navarro, JM; Galt, D; Holechek, J; McCormick, J; Molinar, F",JOURNAL OF RANGE MANAGEMENT,2002,,,,,,,,,,,,,,,,,,,,,,
2667,Steer nutritional response to intensive-early stocking on shortgrass rangeland,"Olson, KC; Jaeger, JR; Brethour, JR; Avery, TB",JOURNAL OF RANGE MANAGEMENT,2002,,,,,,,,,,,,,,,,,,,,,,
2668,Diversity of the herbaceous layer in mixed bushveld,"Dorgeloh, WG",JOURNAL OF RANGE MANAGEMENT,1999,,,,,,,,,,,,,,,,,,,,,,
2669,Season-long grazing of seeded cool-season pastures in the Northern Great Plains,"Karn, JF; Ries, RE; Hofmann, L",JOURNAL OF RANGE MANAGEMENT,1999,,,,,,,,,,,,,,,,,,,,,,
2670,Economics of maintaining cow condition on fescue prairie in winter,"Freeze, BS; Willms, WD; Rode, L",JOURNAL OF RANGE MANAGEMENT,1999,,,,,,,,,,,,,,,,,,,,,,
2671,Evaluating grazing strategies for cattle: Deer forage dynamics,"Ortega, IM; SolteroGardea, S; Bryant, FC; Drawe, DL",JOURNAL OF RANGE MANAGEMENT,1997,,,,,,,,,,,,,,,,,,,,,,
2672,"STEER DIET COMPOSITION UNDER 3 PERENNIAL GRASS USE INTENSITIES ON RANGELAND IN MENDOZA, ARGENTINA","GUEVARA, JC; STASI, CR; ESTEVEZ, OR; MONGE, AS",JOURNAL OF ARID ENVIRONMENTS,1994,,,,,,,,,,,,,,,,,,,,,,
2673,CATTLE DIET QUALITY UNDER SHORT-DURATION GRAZING ON TALLGRASS PRAIRIE,"MCCOLLUM, FT; GILLEN, RL; BRUMMER, JE",JOURNAL OF RANGE MANAGEMENT,1994,,,,,,,,,,,,,,,,,,,,,,
2674,Assessing uncertainties in crop and pasture ensemble model simulations of productivity and N2O emissions,"Ehrhardt, Fiona; Soussana, Jean-Francois; Bellocchi, Gianni; Grace, Peter; McAuliffe, Russel; Recous, Sylvie; Sandor, Renata; Smith, Pete; Snow, Val; Migliorati, Massimiliano de Antoni; Basso, Bruno; Bhatia, Arti; Brilli, Lorenzo; Doltra, Jordi; Dorich, Christopher D.; Doro, Luca; Fitton, Nuala; Giacomini, Sandro J.; Grant, Brian; Harrison, Matthew T.; Jones, Stephanie K.; Kirschbaum, Miko U. F.; Klumpp, Katja; Laville, Patricia; Leonard, Joel; Liebig, Mark; Lieffering, Mark; Martin, Raphael; Massad, Raia S.; Meier, Elizabeth; Merbold, Lutz; Moore, Andrew D.; Myrgiotis, Vasileios; Newton, Paul; Pattey, Elizabeth; Rolinski, Susanne; Sharp, Joanna; Smith, Ward N.; Wu, Lianhai; Zhang, Qing",GLOBAL CHANGE BIOLOGY,2018,,,,,,,,,,,,,,,,,,,,,,
2675,Changes in bacterial community composition and soil respiration indicate rapid successions of protist grazers during mineralization of maize crop residues,"Huenninghaus, Maike; Koller, Robert; Kramer, Susanne; Marhan, Sven; Kandeler, Ellen; Bonkowski, Michael",PEDOBIOLOGIA,2017,,,,,,,,,,,,,,,,,,,,,,
2676,"Losers, winners, and opportunists: How grassland land-use intensity affects orthopteran communities","Chiste, Melanie N.; Mody, Karsten; Gossner, Martin M.; Simons, Nadja K.; Koehler, Guenter; Weisser, Wolfgang W.; Bluethgen, Nico",ECOSPHERE,2016,,,,,,,,,,,,,,,,,,,,,,
2677,Quantifying the diversifying potential of conservation management systems: An evidence-based conceptual model for managing species-rich grasslands,"Vadasz, Cs; Mate, A.; Kun, R.; Vadasz-Besnyoi, V.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,,,,,,,,,,,,,,,,,,,,,,
2678,Environmental gradients and grassland trait variation: Insight into the effects of climate change,"Tardella, Federico M.; Piermarteri, Karina; Malatesta, Luca; Catorci, Andrea",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2016,,,,,,,,,,,,,,,,,,,,,,
2679,Plant and herbivorous insect diversity loss are greater than null model expectations due to land-use changes in agro-ecosystems,"Uchida, Kei; Hiraiwa, Masayoshi K.; Ushimaru, Atushi",BIOLOGICAL CONSERVATION,2016,,,,,,,,,,,,,,,,,,,,,,
2680,Clonal growth buffers the effect of grazing management on the population growth rate of a perennial grassland herb,"Johansen, Line; Wehn, Solvi; Hovstad, Knut Anders",FLORA,2016,,,,,,,,,,,,,,,,,,,,,,
2681,Large grazing birds and agriculture-predicting field use of common cranes and implications for crop damage prevention,"Nilsson, Lovisa; Bunnefeld, Nils; Persson, Jens; Mansson, Johan",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,,,,,,,,,,,,,,,,,,,,,,
2682,Birds of a feather flock together: Using trait-groups to understand the effect of macropod grazing on birds in grassy habitats,"Howland, Brett W. A.; Stojanovic, Dejan; Gordon, Iain J.; Radford, Jim; Manning, Adrian D.; Lindenmayer, David B.",BIOLOGICAL CONSERVATION,2016,,,,,,,,,,,,,,,,,,,,,,
2683,Rangeland profitability in the northern Gulf region of Queensland: understanding beef business complexity and the subsequent impact on land resource management and environmental outcomes,"Rolfe, Joe W.; Larard, Alison E.; English, Bernard H.; Hegarty, Emma S.; McGrath, Tim B.; Gobius, Niilo R.; De Faveri, Joanne; Srhoj, Joanna R.; Digby, Michael J.; Musgrove, Richard J.",RANGELAND JOURNAL,2016,,,,,,,,,,,,,,,,,,,,,,
2684,Combining two complementary micrometeorological methods to measure CH4 and N2O fluxes over pasture,"Laubach, Johannes; Barthel, Matti; Fraser, Anitra; Hunt, John E.; Griffith, David W. T.",BIOGEOSCIENCES,2016,,,,,,,,,,,,,,,,,,,,,,
2685,"Genetic diversity of Lotus corniculatus in relation to habitat type, species composition and species diversity","Abraham, Eleni M.; Ganopoulos, Ioannis; Giagourta, Panagiota; Osathanunkul, Maslin; Bosmali, Irene; Tsaftaris, Athanasios; Papaioannou, Athanassios; Madesis, Panagiotis",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,2015,,,,,,,,,,,,,,,,,,,,,,
2686,Spatiotemporally variable management by grazing and burning increases marsh diversity and benefits amphibians: A field experiment,"Mester, Bela; Szalai, Monika; Mero, Thomas Oliver; Puky, Miklos; Lengyel, Szabolcs",BIOLOGICAL CONSERVATION,2015,,,,,,,,,,,,,,,,,,,,,,
2687,Multiscale effects on biological soil crusts cover and spatial distribution in the Monte Desert,"Garcia, Vanesa; Aranibar, Julieta; Pietrasiak, Nicole",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2015,,,,,,,,,,,,,,,,,,,,,,
2688,A repeat photograph analysis of long-term vegetation change in semi-arid South Africa in response to land use and climate,"Masubelele, Mmoto L.; Hoffman, Michael T.; Bond, William J.",JOURNAL OF VEGETATION SCIENCE,2015,,,,,,,,,,,,,,,,,,,,,,
2689,Fire and climate: contrasting pressures on tropical Andean timberline species,"Bush, Mark B.; Alfonso-Reynolds, Andrea M.; Urrego, Dunia H.; Valencia, Bryan G.; Alexander Correa-Metrio, Y.; Zimmermann, Michael; Silman, Miles R.",JOURNAL OF BIOGEOGRAPHY,2015,,,,,,,,,,,,,,,,,,,,,,
2690,Functional diversity and grazing intensity in sub-alpine and alpine grasslands in Andorra,"Komac, Benjamin; Pladevall, Clara; Domenech, Marta; Fanlo, Rosario",APPLIED VEGETATION SCIENCE,2015,,,,,,,,,,,,,,,,,,,,,,
2691,Testing for Thresholds in a Semiarid Grassland: The Influence of Prairie Dogs and Plague,"Augustine, David J.; Derner, Justin D.; Detling, James K.",RANGELAND ECOLOGY & MANAGEMENT,2014,,,,,,,,,,,,,,,,,,,,,,
2692,Hydrological and land use determinants of Eucalyptus camaldulensis occurrence in floodplain wetlands,"Kath, Jarrod; Le Brocque, Andrew; Leyer, Ilona; Mosner, Eva",AUSTRAL ECOLOGY,2014,,,,,,,,,,,,,,,,,,,,,,
2693,"Grazing Management, Season, and Drought Contributions to Near-Surface Soil Property Dynamics in Semiarid Rangeland","Liebig, M. A.; Kronberg, S. L.; Hendrickson, J. R.; Gross, J. R.",RANGELAND ECOLOGY & MANAGEMENT,2014,,,,,,,,,,,,,,,,,,,,,,
2694,Seasonal weather influences on yearling beef steer production in C-3-dominated Northern Great Plains rangeland,"Reeves, Justin L.; Derner, Justin D.; Sanderson, Matt A.; Hendrickson, John R.; Kronberg, Scott L.; Petersen, Mark K.; Vermeire, Lance T.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2014,,,,,,,,,,,,,,,,,,,,,,
2695,Stocking Rate and Fuels Reduction Effects on Beef Cattle Diet Composition and Quality,"Clark, Abe; DelCurto, Tim; Vavra, Martin; Dick, Brian L.",RANGELAND ECOLOGY & MANAGEMENT,2013,,,,,,,,,,,,,,,,,,,,,,
2696,Experimental evidence that livestock grazing intensity affects the activity of a generalist predator,"Villar, Nacho; Lambin, Xavier; Evans, Darren; Pakeman, Robin; Redpath, Steve",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2013,,,,,,,,,,,,,,,,,,,,,,
2697,"Spatial precipitation and evapotranspiration in the typical steppe of Inner Mongolia, China - A model based approach using MODIS data","Schaffrath, D.; Vetter, S. H.; Bernhofer, C.",JOURNAL OF ARID ENVIRONMENTS,2013,,,,,,,,,,,,,,,,,,,,,,
2698,Spotted Knapweed Utilization by Sequential Cattle and Sheep Grazing,"Henderson, Stacee L.; Mosley, Tracy K.; Mosley, Jeffrey C.; Kott, Rodney W.",RANGELAND ECOLOGY & MANAGEMENT,2012,,,,,,,,,,,,,,,,,,,,,,
2699,Analysis of GPS trajectories to assess goat grazing pattern and intensity in Southern Morocco,"Akasbi, Zakia; Oldeland, Jens; Dengler, Juergen; Finckh, Manfred",RANGELAND JOURNAL,2012,,,,,,,,,,,,,,,,,,,,,,
2700,Responses of plant functional groups in grazed and abandoned areas of a Natural Protected Area,"Bermejo, L. A.; de Nascimento, L.; Mata, J.; Fernandez-Lugo, S.; Camacho, A.; Arevalo, J. R.",BASIC AND APPLIED ECOLOGY,2012,,,,,,,,,,,,,,,,,,,,,,
2701,"Effect of cattle breeding on habitat use of Pampas deer Ozotoceros bezoarticus celer in semiarid grasslands of San Luis, Argentina","Merino, M. L.; Semeniuk, M. B.; Fa, J. E.",JOURNAL OF ARID ENVIRONMENTS,2011,,,,,,,,,,,,,,,,,,,,,,
2702,Use of environmental predictors for vegetation mapping in semi-arid mountain rangelands and the determination of conservation hotspots,"Brinkmann, K.; Patzelt, A.; Schlecht, E.; Buerkert, A.",APPLIED VEGETATION SCIENCE,2011,,,,,,,,,,,,,,,,,,,,,,
2703,Grazing across grass:shrub boundaries: Can spatial heterogeneity increase resistance?,"Oom, Sander P.; Hester, Alison J.; Legg, Colin J.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2010,,,,,,,,,,,,,,,,,,,,,,
2704,Simulation of Sandsage-Bluestem Forage Growth Under Varying Stocking Rates,"Adiku, S. G. K.; Dunn, G. H.; Ahuja, L. R.; Gunter, S.; Bradford, J.; Garcia, L.; Andales, A. A.",RANGELAND ECOLOGY & MANAGEMENT,2010,,,,,,,,,,,,,,,,,,,,,,
2705,Feeding Redberry Juniper (Juniperus pinchotii) at Weaning Increases Juniper Consumption by Goats on Pasture,"Dietz, Timothy H.; Scott, Cody B.; Campbell, Erika J.; Owens, Corey J.; Taylor, Charles A., Jr.; Brantely, Richard",RANGELAND ECOLOGY & MANAGEMENT,2010,,,,,,,,,,,,,,,,,,,,,,
2706,Forage Production of the Argentine Pampa Region Based on Land Use and Long-Term Normalized Difference Vegetation Index Data,"Di Bella, Carlos M.; Negri, Ignacio J.; Posse, Gabriela; Jalmes, Florencia R.; Jobbagy, Esteban G.; Garbulsky, Martin F.; Deregibus, Victor A.",RANGELAND ECOLOGY & MANAGEMENT,2009,,,,,,,,,,,,,,,,,,,,,,
2707,Livestock grazing behaviour along a degradation gradient in the Somali region of eastern Ethiopia,"Kassahun, Amaha; Snyman, H. A.; Smit, G. N.",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,2008,,,,,,,,,,,,,,,,,,,,,,
2708,Coastal meadows as pastures for beef cattle,"Niemelae, Marika; Huuskonen, Arto; Jaakola, Sari; Joki-Tokola, Erkki; Hyvaerinen, Marko",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2008,,,,,,,,,,,,,,,,,,,,,,
2709,Seventy-eight years of vegetation dynamics in a sandhills grassland,"Stubbendieck, James; Tunnell, Susan",NATURAL AREAS JOURNAL,2008,,,,,,,,,,,,,,,,,,,,,,
2710,"Sandhill crane abundance and nesting ecology at Grays Lake, Idaho","Austin, Jane E.; Henry, Adonia R.; Ball, I. Joseph",JOURNAL OF WILDLIFE MANAGEMENT,2007,,,,,,,,,,,,,,,,,,,,,,
2711,"Optimising investments from elephant tourist revenues in the Maputo Elephant Reserve, Mozambique","de Boer, W. F.; Stigter, J. D.; Ntumi, C. P.",JOURNAL FOR NATURE CONSERVATION,2007,,,,,,,,,,,,,,,,,,,,,,
2712,Efficacy of copper supplementation in the prevention of molybdenosis in cattle,"Majak, W; Steinke, D; Lysyk, T; Ogilvie, K; McGillivray, J",RANGELAND ECOLOGY & MANAGEMENT,2006,,,,,,,,,,,,,,,,,,,,,,
2713,"Linking pasture, livestock productivity and vertebrate pest management","Hone, Jim",NEW ZEALAND JOURNAL OF ECOLOGY,2006,,,,,,,,,,,,,,,,,,,,,,
2714,Crested wheatgrass and shrub response to continuous or rotational grazing,"Angell, RF",JOURNAL OF RANGE MANAGEMENT,1997,,,,,,,,,,,,,,,,,,,,,,
2715,EFFECTS OF DIFFERENTIAL LIVESTOCK USE ON KEY PLANT-SPECIES AND RODENT POPULATIONS WITHIN SELECTED ORYZOPSIS-HYMENOIDES HILARIA-JAMESII COMMUNITIES OF GLEN CANYON NATIONAL RECREATION AREA,"BICH, BS; BUTLER, JL; SCHMIDT, CA",SOUTHWESTERN NATURALIST,1995,,,,,,,,,,,,,,,,,,,,,,
2716,GRAZING AS A TOOL FOR RANGELAND MANAGEMENT IN SEMIARID REGIONS - A CASE-STUDY IN THE NORTH-WESTERN COASTAL ZONE OF EGYPT,"VANDUIVENBOODEN, N",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1993,,,,,,,,,,,,,,,,,,,,,,
2717,ECONOMIC-FEASIBILITY AND MANAGEMENT CONSIDERATIONS IN RANGE REVEGETATION,"WORKMAN, JP; TANAKA, JA",JOURNAL OF RANGE MANAGEMENT,1991,,,,,,,,,,,,,,,,,,,,,,
2718,AN EVALUATION OF GRAZING INTENSITY INFLUENCES ON CALIFORNIA ANNUAL RANGE,"ROSIERE, RE",JOURNAL OF RANGE MANAGEMENT,1987,,,,,,,,,,,,,,,,,,,,,,
2719,VEGETATION RESPONSE ON ALLOTMENTS GRAZED UNDER REST-ROTATION MANAGEMENT,"ECKERT, RE; SPENCER, JS",JOURNAL OF RANGE MANAGEMENT,1986,,,,,,,,,,,,,,,,,,,,,,
2720,EFFECT OF STOCKING RATE ON BOTANICAL COMPOSITION AND SOILS IN NATURAL GRASSLAND IN SOUTH AFRICA,"GILLARD, P",JOURNAL OF APPLIED ECOLOGY,1969,,,,,,,,,,,,,,,,,,,,,,
2721,Impact of Grazing Intensity and Seasons on Greenhouse Gas Emissions in Tropical Grassland,"Cardoso, Abmael da Silva; Brito, Liziane de Figueiredo; Janusckiewicz, Estella Rosseto; Morgado, Eliane da Silva; Barbero, Rondineli Pavezzi; Werner Koscheck, Jefferson Fabiano; Reis, Ricardo Andrade; Ruggieri, Ana Claudia",ECOSYSTEMS,2017,,,,,,,,,,,,,,,,,,,,,,
2722,Land use affects dung beetle communities and their ecosystem service in forests and grasslands,"Frank, Kevin; Huelsmann, Marietta; Assmann, Thorsten; Schmitt, Thomas; Bluethgen, Nico",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,,,,,,,,,,,,,,,,,,,,,,
2723,Is livestock grazing compatible with biodiversity conservation? Impacts on savanna ant communities in the Australian seasonal tropics,"Arcoverde, Gabriela B.; Andersen, Alan N.; Setterfield, Samantha A.",BIODIVERSITY AND CONSERVATION,2017,,,,,,,,,,,,,,,,,,,,,,
2724,Modelling direct and indirect effects of herbicides on non-target grassland communities,"Reeg, Jette; Schad, Thorsten; Preuss, Thomas G.; Solga, Andreas; Koerner, Katrin; Mihan, Christine; Jeltsch, Florian",ECOLOGICAL MODELLING,2017,,,,,,,,,,,,,,,,,,,,,,
2725,Do species' strategies and type of stress predict net positive effects in an arid ecosystem?,"Graff, Pamela; Aguiar, Martin R.",ECOLOGY,2017,,,,,,,,,,,,,,,,,,,,,,
2726,Evaluation of urine excretion from dairy cows under two farm systems using urine sensors,"Shepherd, M.; Shorten, P.; Costall, D.; Macdonald, K. A.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,,,,,,,,,,,,,,,,,,,,,,
2727,Alien plant species coexist over time with native ones in Chilean Mediterranean grasslands,"Martin-Fores, Irene; Castro, Isabel; Acosta-Gallo, Belen; del Pozo, Alejandro; Sanchez-Jardon, Laura; de Miguel, Jose M.; Ovalle, Carlos; Casado, Miguel A.",JOURNAL OF PLANT ECOLOGY,2016,,,,,,,,,,,,,,,,,,,,,,
2728,"Restoration of semi-natural grasslands, a success for phytophagous beetles (Curculionidae)","Steiner, Magdalena; Ockinger, Erik; Karrer, Gerhard; Winsa, Marie; Jonsell, Mats",BIODIVERSITY AND CONSERVATION,2016,,,,,,,,,,,,,,,,,,,,,,
2729,Evaluation of Continuous and Multipaddock Grazing on Vegetation and Livestock Performance-a Modeling Approach,"Wang, Tong; Teague, W. Richard; Park, Seong C.",RANGELAND ECOLOGY & MANAGEMENT,2016,,,,,,,,,,,,,,,,,,,,,,
2730,Economic Impacts of Increasing Seasonal Precipitation Variation on SoutheastWyoming Cow-Calf Enterprises,"Hamilton, Tucker W.; Ritten, John P.; Bastian, Christopher T.; Derner, Justin D.; Tanaka, John A.",RANGELAND ECOLOGY & MANAGEMENT,2016,,,,,,,,,,,,,,,,,,,,,,
2731,From Landsat to leafhoppers: A multidisciplinary approach for sustainable stocking assessment and ecological monitoring in mountain grasslands,"Primi, Riccardo; Filibeck, Goffredo; Amici, Andrea; Bueckle, Christoph; Cancellieri, Laura; Di Filippo, Alfredo; Gentile, Carmelo; Guglielmino, Adalgisa; Latini, Roberta; Mancini, Leone D.; Mensing, Scott A.; Rossi, Carlo M.; Rossini, Francesco; Scoppola, Anna; Sulli, Cinzia; Venanzi, Rachele; Ronchi, Bruno; Piovesan, Gianluca",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,,,,,,,,,,,,,,,,,,,,,,
2732,"Incorporating secondary metabolites, tannin-binding proteins, and diet breadth into carrying-capacity models for African elephants","Schmitt, Melissa H.; Ward, David; Shrader, Adrian M.",ECOLOGICAL MODELLING,2016,,,,,,,,,,,,,,,,,,,,,,
2733,Habitat preference of the striped legless lizard: Implications of grazing by native herbivores and livestock for conservation of grassland biota,"Howland, Brett W. A.; Stojanovic, Dejan; Gordon, Iain J.; Fletcher, Don; Snape, Melissa; Stirnemann, Ingrid A.; Lindenmayer, David B.",AUSTRAL ECOLOGY,2016,,,,,,,,,,,,,,,,,,,,,,
2734,Response of semi-arid savanna vegetation composition towards grazing along a precipitation gradient-The effect of including plant heterogeneity into an ecohydrological savanna model,"Guo, Tong; Lohmann, Dirk; Ratzmann, Gregor; Tietjen, Britta",ECOLOGICAL MODELLING,2016,,,,,,,,,,,,,,,,,,,,,,
2735,Optimising beef business performance in northern Australia: what can 30 years of commercial innovation teach us?,"Walsh, Dionne; Cowley, Robyn",RANGELAND JOURNAL,2016,,,,,,,,,,,,,,,,,,,,,,
2736,Nutrient Dynamics in Wetlands of the Middle Parana River Subjected to Rotational Cattle Management,"Mesa, Leticia; Mayora, Gisela; Saigo, Miguel; Giri, Federico",WETLANDS,2015,,,,,,,,,,,,,,,,,,,,,,
2737,Avian Habitat Following Grazing Native Warm-Season Forages in the Mid-South United States,"Harper, Craig A.; Birckhead, Jessie L.; Keyser, Patrick D.; Waller, John C.; Backus, Matt M.; Bates, Gary E.; Holcomb, Elizabeth D.; Brooke, Jarred M.",RANGELAND ECOLOGY & MANAGEMENT,2015,,,,,,,,,,,,,,,,,,,,,,
2738,Above-ground biomass accumulation patterns in moorlands after prescribed burning and low-intensity grazing,"Alday, Josu G.; Santana, Victor M.; Lee, Hyohyemi; Allen, Katherine A.; Marrs, Rob H.",PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,2015,,,,,,,,,,,,,,,,,,,,,,
2739,"Patterns of livestock activity on heterogeneous subalpine pastures reveal distinct responses to spatial autocorrelation, environment and management","Homburger, Hermel; Luscher, Andreas; Scherer-Lorenzen, Michael; Schneider, Manuel K.",MOVEMENT ECOLOGY,2015,,,,,,,,,,,,,,,,,,,,,,
2740,Grazing effects on biological soil crusts and their interactionwith shrubs and grasses in an arid rangeland,"Tabeni, Solana; Garibotti, Irene A.; Pissolito, Clara; Aranibar, Julieta N.",JOURNAL OF VEGETATION SCIENCE,2014,,,,,,,,,,,,,,,,,,,,,,
2741,Habitat preference of geese is affected by livestock grazing - seasonal variation in an experimental field evaluation,"Mandema, Freek S.; Tinbergen, Joost M.; Stahl, Julia; Esselink, Peter; Bakker, Jan P.",WILDLIFE BIOLOGY,2014,,,,,,,,,,,,,,,,,,,,,,
2742,Long-Term Vegetation Change Provides Evidence for Alternate States in Silver Sagebrush,"Kachergis, Emily; Rocca, Monique E.; Fernandez-Gimenez, Maria E.",RANGELAND ECOLOGY & MANAGEMENT,2014,,,,,,,,,,,,,,,,,,,,,,
2743,Comparison of Season-Long Grazing Applied Annually and a 2-Year Rotation of Intensive Early Stocking Plus Late-Season Grazing and Season-Long Grazing,"Owensby, Clenton E.; Auen, Lisa M.",RANGELAND ECOLOGY & MANAGEMENT,2013,,,,,,,,,,,,,,,,,,,,,,
2744,Does Stocking Rate Manipulation Promote Pasture Sustainability in the Humid Tropics?,"Bruce Campbell, William; Jarillo-Rodriguez, Jesus; Lopez-Ortiz, Silvia; Castillo-Gallegos, Epigmenio",RANGELAND ECOLOGY & MANAGEMENT,2013,,,,,,,,,,,,,,,,,,,,,,
2745,The good shepherd: remedying the fencing syndrome,"Salomon, Monique; Cupido, Clement; Samuels, Igshaan",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,2013,,,,,,,,,,,,,,,,,,,,,,
2746,Influence of Livestock Grazing Strategies on Riparian Response to Wildfire in Northern Nevada,"Dalldorf, K. N.; Swanson, S. R.; Kozlowski, D. E.; Schmidt, K. M.; Shane, R. S.; Fernandez, G.",RANGELAND ECOLOGY & MANAGEMENT,2013,,,,,,,,,,,,,,,,,,,,,,
2747,Effects of leaf-cutting ant refuse on native plant performance under two levels of grazing intensity in the Monte Desert of Argentina,"Cerda, Noelia V.; Tadey, Mariana; Farji-Brener, Alejandro G.; Navarro, Maria C.",APPLIED VEGETATION SCIENCE,2012,,,,,,,,,,,,,,,,,,,,,,
2748,"Fine-scale spatial distribution of herbage mass, herbage consumption and fecal deposition by cattle in a pasture under intensive rotational grazing","Hirata, Masahiko; Ogura, Shin-ichiro; Furuse, Mizuho",ECOLOGICAL RESEARCH,2011,,,,,,,,,,,,,,,,,,,,,,
2749,"BENEFITS OF LOW-INTENSIVE GRAZING: CO-OCCURRENCE OF UMBELLIFEROUS PLANT (HLADIKIA PASTINACIFOLIA RCHB.) AND OPILIONID SPECIES (PHALANGIUM OPILIO. L) IN DRY, CALCAREOUS GRASSLAND","Sajna, Nina; Kusar, Primoz; Novak, Ljuba Slana; Novak, Tone",POLISH JOURNAL OF ECOLOGY,2011,,,,,,,,,,,,,,,,,,,,,,
2750,"Modelling the complex dynamics of vegetation, livestock and rainfall in asemiarid rangeland in South Africa","Richardson, F. D.; Hoffman, M. T.; Gillson, L.",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,2010,,,,,,,,,,,,,,,,,,,,,,
