amphibian,Leptodactylus,diptyx,ungrazed,mean,0
amphibian,Rhinella,schneideri,ungrazed,mean,0
amphibian,Elachistocleis,bicolor,ungrazed,mean,0.25
amphibian,Leptodactylus,gracilis,ungrazed,mean,0
amphibian,Leptodactylus,ocellatus,ungrazed,mean,1
amphibian,Leptodactylus,podicipinus,ungrazed,mean,4
amphibian,Lysapsus,limellus,ungrazed,mean,0.25
amphibian,Odontophrynus,americanus,ungrazed,mean,0.13
amphibian,Physalaemus,albonotatus,ungrazed,mean,0.25
amphibian,Physalaemus,biligonigerus,ungrazed,mean,0.25
amphibian,Physalaemus,riograndensis,ungrazed,mean,0
amphibian,Physalaemus,santafecinus,ungrazed,mean,0.25
amphibian,Pseudopaludicola,mystacalis,ungrazed,mean,0.13
amphibian,Scinax,nasicus,ungrazed,mean,0
amphibian,Leptodactylus,diptyx,ungrazed,se,0
amphibian,Rhinella,schneideri,ungrazed,se,0
amphibian,Elachistocleis,bicolor,ungrazed,se,0.16
amphibian,Leptodactylus,gracilis,ungrazed,se,0
amphibian,Leptodactylus,ocellatus,ungrazed,se,0.13
amphibian,Leptodactylus,podicipinus,ungrazed,se,0.19
amphibian,Lysapsus,limellus,ungrazed,se,0.25
amphibian,Odontophrynus,americanus,ungrazed,se,0.13
amphibian,Physalaemus,albonotatus,ungrazed,se,0.16
amphibian,Physalaemus,biligonigerus,ungrazed,se,0.16
amphibian,Physalaemus,riograndensis,ungrazed,se,0
amphibian,Physalaemus,santafecinus,ungrazed,se,0.16
amphibian,Pseudopaludicola,mystacalis,ungrazed,se,0.13
amphibian,Scinax,nasicus,ungrazed,se,0
amphibian,Leptodactylus,diptyx,grazed,mean,0
amphibian,Rhinella,schneideri,grazed,mean,0.13
amphibian,Elachistocleis,bicolor,grazed,mean,0.38
amphibian,Leptodactylus,gracilis,grazed,mean,0
amphibian,Leptodactylus,ocellatus,grazed,mean,0.25
amphibian,Leptodactylus,podicipinus,grazed,mean,1.75
amphibian,Lysapsus,limellus,grazed,mean,0
amphibian,Odontophrynus,americanus,grazed,mean,0.13
amphibian,Physalaemus,albonotatus,grazed,mean,0.13
amphibian,Physalaemus,biligonigerus,grazed,mean,0.13
amphibian,Physalaemus,riograndensis,grazed,mean,0
amphibian,Physalaemus,santafecinus,grazed,mean,0
amphibian,Pseudopaludicola,mystacalis,grazed,mean,0
amphibian,Scinax,nasicus,grazed,mean,0
amphibian,Leptodactylus,diptyx,grazed,se,0
amphibian,Rhinella,schneideri,grazed,se,0.1
amphibian,Elachistocleis,bicolor,grazed,se,0.3
amphibian,Leptodactylus,gracilis,grazed,se,0
amphibian,Leptodactylus,ocellatus,grazed,se,0.3
amphibian,Leptodactylus,podicipinus,grazed,se,1.3
amphibian,Lysapsus,limellus,grazed,se,0
amphibian,Odontophrynus,americanus,grazed,se,0.1
amphibian,Physalaemus,albonotatus,grazed,se,0.1
amphibian,Physalaemus,biligonigerus,grazed,se,0.1
amphibian,Physalaemus,riograndensis,grazed,se,0
amphibian,Physalaemus,santafecinus,grazed,se,0
amphibian,Pseudopaludicola,mystacalis,grazed,se,0
amphibian,Scinax,nasicus,grazed,se,0
reptilia,Kentropyx,viridistriga,ungrazed,mean,0.75
reptilia,Mabuya,dorsivittata,ungrazed,mean,0.25
reptilia,Ophiodes,intermedius,ungrazed,mean,0
reptilia,Cercosaura,schreibersii,ungrazed,mean,0.75
reptilia,Teius,oculatus,ungrazed,mean,3.75
reptilia,Tupinambis,merianae,ungrazed,mean,0
reptilia,Kentropyx,viridistriga,ungrazed,se,0.4
reptilia,Mabuya,dorsivittata,ungrazed,se,0.2
reptilia,Ophiodes,intermedius,ungrazed,se,0
reptilia,Cercosaura,schreibersii,ungrazed,se,0.3
reptilia,Teius,oculatus,ungrazed,se,1
reptilia,Tupinambis,merianae,ungrazed,se,0
reptilia,Kentropyx,viridistriga,grazed,mean,0.13
reptilia,Mabuya,dorsivittata,grazed,mean,0.38
reptilia,Ophiodes,intermedius,grazed,mean,0
reptilia,Cercosaura,schreibersii,grazed,mean,0.38
reptilia,Teius,oculatus,grazed,mean,1.25
reptilia,Tupinambis,merianae,grazed,mean,0
reptilia,Kentropyx,viridistriga,grazed,se,0.13
reptilia,Mabuya,dorsivittata,grazed,se,0.26
reptilia,Ophiodes,intermedius,grazed,se,0
reptilia,Cercosaura,schreibersii,grazed,se,0.26
reptilia,Teius,oculatus,grazed,se,0.45
reptilia,Tupinambis,merianae,grazed,se,0
plants,,abundance,mean,ungrazed,4.63
plants,,abundance,se,ungrazed,0.42
plants,,abundance,mean,grazed,3.5
plants,,abundance,se,grazed,0.38
plants,,richness,mean,ungrazed,0.37
plants,,richness,se,ungrazed,0.05
plants,,richness,mean,grazed,0.57
plants,,richness,se,grazed,0.08
