uniqueID,siteID,year,replicate,grazing.compare,last.grazed,grazing.estimate,grazing.value,Taxa,Genus,Species,Status,Estimate,Stat,Value
2752,,1999,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,Mean,6.45780051150895
2752,,1999,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,Mean,9.52685421994885
2752,,1999,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,Mean,3.96419437340153
2752,,1999,High,grazed,,ha/AU,0.9,Aves,,,,Richness,Mean,7.03324808184143
2752,,1999,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,Mean,8.82352941176471
2752,,1999,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,Mean,9.84654731457801
2752,,1999,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,Mean,9.84654731457801
2752,,1999,High,grazed,,ha/AU,0.9,Aves,,,,Richness,Mean,10.613810741688
2752,,2000,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,Mean,10.2941176470588
2752,,2000,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,Mean,12.4040920716113
2752,,2000,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,Mean,9.27109974424552
2752,,2000,High,grazed,,ha/AU,0.9,Aves,,,,Richness,Mean,11.3171355498721
2752,,2001,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,Mean,18.2864450127877
2752,,2001,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,Mean,13.2992327365729
2752,,2001,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,Mean,9.33503836317135
2752,,2001,High,grazed,,ha/AU,0.9,Aves,,,,Richness,Mean,10.613810741688
2752,,2002,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,Mean,10.0383631713555
2752,,2002,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,Mean,13.3631713554987
2752,,2002,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,Mean,11.3171355498721
2752,,2002,High,grazed,,ha/AU,0.9,Aves,,,,Richness,Mean,13.2352941176471
2752,,2003,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,Mean,11.3171355498721
2752,,2003,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,Mean,12.3401534526854
2752,,2003,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,Mean,12.0843989769821
2752,,2003,High,grazed,,ha/AU,0.9,Aves,,,,Richness,Mean,13.2352941176471
2752,,1999,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,SE,8.95140664961637
2752,,1999,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,SE,11.9565217391304
2752,,1999,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,SE,4.98721227621483
2752,,1999,High,grazed,,ha/AU,0.9,Aves,,,,Richness,SE,7.9923273657289
2752,,1999,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,SE,9.84654731457801
2752,,1999,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,SE,12.0843989769821
2752,,1999,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,SE,11.9565217391304
2752,,1999,High,grazed,,ha/AU,0.9,Aves,,,,Richness,SE,12.0843989769821
2752,,2000,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,SE,11.1892583120205
2752,,2000,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,SE,13.8746803069054
2752,,2000,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,SE,10.4219948849105
2752,,2000,High,grazed,,ha/AU,0.9,Aves,,,,Richness,SE,12.4040920716113
2752,,2001,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,SE,21.227621483376
2752,,2001,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,SE,14.386189258312
2752,,2001,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,SE,10.3580562659847
2752,,2001,High,grazed,,ha/AU,0.9,Aves,,,,Richness,SE,11.8925831202046
2752,,2002,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,SE,10.7416879795396
2752,,2002,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,SE,14.9616368286445
2752,,2002,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,SE,12.5319693094629
2752,,2002,High,grazed,,ha/AU,0.9,Aves,,,,Richness,SE,14.8976982097187
2752,,2003,Control,ungrazed,,ha/AU,0,Aves,,,,Richness,SE,12.4040920716113
2752,,2003,Low,grazed,,ha/AU,2.1,Aves,,,,Richness,SE,14.386189258312
2752,,2003,Medium,grazed,,ha/AU,1.6,Aves,,,,Richness,SE,13.6828644501279
2752,,2003,High,grazed,,ha/AU,0.9,Aves,,,,Richness,SE,15.0895140664962
